transaction_row_id,order_id,order_id,data_key,salesman_id,customer_id,product_id,license,quantity
872,EMEA-2021-131128,10/19/2021,20211019,3015,1051,2009,JC0QE72YO6,3
873,EMEA-2020-148488,12/10/2020,20201210,3326,1099,2009,EL32202MOO,2
874,EMEA-2020-148488,12/10/2020,20201210,3326,1099,2003,1BC1LYMW2V,7
875,EMEA-2023-114636,8/26/2023,20230826,3316,1040,2009,C4UJXYY6IX,5
876,EMEA-2022-116736,1/17/2022,20220117,3255,1064,2005,TP9GIUUZZI,3
877,EMEA-2022-116736,1/17/2022,20220117,3255,1064,2010,GY04LB2HQ0,1
878,EMEA-2022-116736,1/17/2022,20220117,3255,1064,2010,H95QRX1C9O,3
879,EMEA-2020-158638,9/17/2020,20200917,3327,1036,2003,ESVRNYX01P,4
880,EMEA-2023-111689,12/1/2023,20231201,3007,1074,2003,0FRSRQO7UM,3
881,EMEA-2023-111689,12/1/2023,20231201,3007,1074,2002,UDZPCR4UH6,5
882,EMEA-2021-129098,10/9/2021,20211009,3055,1100,2004,ZAD122ARN5,2
883,AMER-2023-123463,12/24/2023,20231224,3048,1100,2006,VIWF4QZK9A,4
884,AMER-2022-165148,10/23/2022,20221023,3328,1052,2005,74AW16IUQV,5
885,EMEA-2020-134061,4/29/2020,20200429,3329,1002,2005,3HMNW2LEUI,2
886,AMER-2021-143602,4/25/2021,20210425,3330,1029,2003,LS2GQVAZNW,3
887,AMER-2023-115364,6/27/2023,20230627,3221,1070,2004,O9KG30EECR,12
888,APJ-2023-150707,10/15/2023,20231015,3331,1073,2003,5FQ6WMR3XT,7
889,AMER-2020-104976,12/9/2020,20201209,3317,1070,2009,Y8I4MPITV2,6
890,EMEA-2023-132934,6/21/2023,20230621,3189,1089,2010,HXAGH1LMYW,5
891,EMEA-2023-132934,6/21/2023,20230621,3189,1089,2003,J5WD5I81C0,3
892,AMER-2023-133256,6/27/2023,20230627,3275,1039,2009,7NB1LJ56LR,1
893,AMER-2023-133256,6/27/2023,20230627,3275,1039,2006,G7Q3WFZV62,4
894,AMER-2023-133256,6/27/2023,20230627,3275,1039,2007,0PLV2RAN93,8
895,AMER-2022-105494,11/11/2022,20221111,3332,1099,2004,P5P8JU12CW,7
896,AMER-2022-105494,11/11/2022,20221111,3332,1099,2003,ZE1R7FVKCC,3
897,APJ-2022-140634,10/4/2022,20221004,3333,1060,2011,7E4YHH55V8,2
898,AMER-2020-144407,9/9/2020,20200909,3334,1088,2002,1RGKWVIWUN,7
899,EMEA-2023-160983,10/30/2023,20231030,3335,1095,2009,SRMDHF9UTM,8
900,AMER-2022-114622,4/11/2022,20220411,3336,1096,2003,SUTTT8L3OJ,2
901,APJ-2023-150959,11/12/2023,20231112,3144,1088,2002,RXIY06IGG5,5
902,APJ-2023-150959,11/12/2023,20231112,3144,1088,2003,VQNCA1BBLO,4
903,APJ-2023-132353,9/16/2023,20230916,3073,1005,2007,X4R9G23AXH,3
904,AMER-2022-130477,4/9/2022,20220409,3096,1081,2009,FY14T21PHO,3
905,AMER-2022-130477,4/9/2022,20220409,3096,1081,2004,F0AUSN3VJQ,2
906,AMER-2022-130477,4/9/2022,20220409,3096,1081,2009,7YTOKKICJO,2
907,EMEA-2023-143259,12/31/2023,20231231,3023,1068,2001,R82G8HW9LE,4
908,EMEA-2023-143259,12/31/2023,20231231,3023,1068,2007,U4EQCPO0OL,7
909,EMEA-2023-143259,12/31/2023,20231231,3023,1068,2003,IHFJIL4RNB,3
910,AMER-2023-137596,9/3/2023,20230903,3337,1092,2007,WP35E66FC8,4
911,AMER-2023-137596,9/3/2023,20230903,3337,1092,2010,38IXPVBAWN,7
912,AMER-2023-137596,9/3/2023,20230903,3337,1092,2004,EW5RWAD4EC,2
913,EMEA-2021-133627,5/31/2021,20210531,3338,1093,2005,OL0TMZONUM,6
914,EMEA-2023-102519,11/28/2023,20231128,3313,1046,2005,AEYEYSV4ES,1
915,EMEA-2023-102519,11/28/2023,20231128,3313,1046,2010,MV58TSR29O,9
916,APJ-2020-141215,6/15/2020,20200615,3127,1064,2003,7U14BQMSJZ,2
917,APJ-2020-141215,6/15/2020,20200615,3127,1064,2002,ZNX0JCDA7M,4
918,APJ-2020-141215,6/15/2020,20200615,3127,1064,2003,JLX20LR168,3
919,APJ-2022-165218,3/6/2022,20220306,3339,1017,2011,DZ3467DSKL,3
920,APJ-2022-165218,3/6/2022,20220306,3339,1017,2004,VZQXPN35GA,1
921,EMEA-2020-138296,12/5/2020,20201205,3117,1060,2004,K83QPRZBZX,2
922,EMEA-2021-111164,4/11/2021,20210411,3340,1045,2010,F5HEUW260P,3
923,EMEA-2021-111164,4/11/2021,20210411,3340,1045,2007,47T35SX2ZP,1
924,EMEA-2021-111164,4/11/2021,20210411,3340,1045,2008,JZRP5P1F75,5
925,EMEA-2022-149797,9/16/2022,20220916,3341,1057,2003,A72ZPBNFYJ,2
926,EMEA-2020-132962,9/13/2020,20200913,3342,1005,2009,DKT1TKMSP6,3
927,EMEA-2020-132962,9/13/2020,20200913,3342,1005,2010,1STBB8U0V5,5
928,EMEA-2021-115091,10/5/2021,20211005,3343,1046,2006,82D63W7YE3,4
929,EMEA-2021-115091,10/5/2021,20211005,3343,1046,2008,EQN21HVHX9,2
930,AMER-2023-144932,4/15/2023,20230415,3270,1051,2006,CRCJMS0VR9,3
931,AMER-2023-144932,4/15/2023,20230415,3270,1051,2006,0F6RDP1X67,3
932,AMER-2023-144932,4/15/2023,20230415,3270,1051,2009,4S9YDGJKS3,3
933,EMEA-2023-114216,9/3/2023,20230903,3344,1005,2009,8NDQS2W6ZL,3
934,EMEA-2022-140081,6/21/2022,20220621,3345,1030,2009,P7D2L5POAU,8
935,EMEA-2022-140081,6/21/2022,20220621,3345,1030,2003,N8G9EGDWHM,6
936,EMEA-2022-140081,6/21/2022,20220621,3345,1030,2009,VI5PO79ICR,3
937,EMEA-2022-140081,6/21/2022,20220621,3345,1030,2008,1JQPVUDN6L,2
938,APJ-2023-111745,11/6/2023,20231106,3020,1043,2010,CJCOVRX6H5,1
939,AMER-2021-148250,12/13/2021,20211213,3346,1089,2009,J3HUYMB0I0,2
940,AMER-2021-148250,12/13/2021,20211213,3346,1089,2008,O0S7Q3BOT6,4
941,AMER-2022-105760,6/20/2022,20220620,3347,1042,2009,GHC0B0MV36,2
942,AMER-2022-142958,12/14/2022,20221214,3339,1017,2003,TIFR6J8EW0,2
943,AMER-2022-142958,12/14/2022,20221214,3339,1017,2003,NBJETGUB4E,4
944,AMER-2021-120880,5/29/2021,20210529,3140,1007,2009,ZU9A4SEIWW,5
945,AMER-2021-120880,5/29/2021,20210529,3140,1007,2004,ANYZY97AXL,3
946,AMER-2021-120880,5/29/2021,20210529,3140,1007,2003,1PLPDWE1B4,5
947,AMER-2021-140200,7/26/2021,20210726,3223,1026,2003,5P2Y5Q4C6E,3
948,EMEA-2023-110576,11/29/2023,20231129,3177,1060,2005,5HTL7HB8HR,7
949,EMEA-2023-110576,11/29/2023,20231129,3177,1060,2005,35PIEZN518,6
950,EMEA-2023-110576,11/29/2023,20231129,3177,1060,2003,EMNTDJ0A6G,12
951,EMEA-2023-110576,11/29/2023,20231129,3177,1060,2009,01WSUERJZU,3
952,EMEA-2023-110576,11/29/2023,20231129,3177,1060,2009,9H98LUZLIQ,6
953,EMEA-2023-131156,4/4/2023,20230404,3348,1025,2005,GDTE3IBBOA,4
954,APJ-2023-136539,12/29/2023,20231229,3349,1067,2006,TILJ471I09,2
955,APJ-2023-136539,12/29/2023,20231229,3349,1067,2001,GLTHXGPILZ,2
956,EMEA-2023-119305,12/1/2023,20231201,3350,1009,2004,7RZ3C5XCY0,5
957,AMER-2023-102414,5/16/2023,20230516,3351,1007,2007,K79U0YKXWF,1
958,AMER-2023-102414,5/16/2023,20230516,3351,1007,2003,FYX4L179R2,2
959,AMER-2023-102414,5/16/2023,20230516,3351,1007,2009,GUC8IVFL03,3
960,AMER-2021-112571,9/22/2021,20210922,3352,1082,2005,07XYFCWZGO,2
961,AMER-2023-152142,11/15/2023,20231115,3353,1084,2002,UD5G6T9N13,2
962,EMEA-2021-160059,11/27/2021,20211127,3354,1091,2003,C71QKDEMWB,2
963,AMER-2022-120859,9/2/2022,20220902,3052,1078,2011,DA2GG09L3P,2
964,EMEA-2020-127488,9/22/2020,20200922,3334,1088,2002,JE0001P5JE,2
965,EMEA-2023-135279,4/10/2023,20230410,3355,1072,2002,IXM95SWQ7Z,2
966,EMEA-2023-135279,4/10/2023,20230410,3355,1072,2006,GST7O5FCY9,3
967,EMEA-2023-135279,4/10/2023,20230410,3355,1072,2009,QUHH7PGHL2,2
968,EMEA-2023-135279,4/10/2023,20230410,3355,1072,2009,NTYI2G9UMI,4
969,EMEA-2023-135279,4/10/2023,20230410,3355,1072,2002,2EE90NM9ZZ,3
970,EMEA-2023-135279,4/10/2023,20230410,3355,1072,2004,X0EBXYPAX2,3
971,EMEA-2020-115791,1/17/2020,20200117,3112,1042,2005,1XXB2KOFXB,6
972,EMEA-2020-115791,1/17/2020,20200117,3112,1042,2007,MS2AFAQE78,3
973,EMEA-2020-115791,1/17/2020,20200117,3112,1042,2003,614XJBPKMW,2
974,EMEA-2020-115791,1/17/2020,20200117,3112,1042,2002,GWV90CFUWQ,3
975,EMEA-2023-103247,10/6/2023,20231006,3286,1026,2007,WO7JDCYK7S,7
976,EMEA-2023-103247,10/6/2023,20231006,3286,1026,2003,MPLT49DXM5,3
977,EMEA-2023-100209,7/10/2023,20230710,3144,1088,2003,YA54YUPF60,2
978,AMER-2023-159366,1/8/2023,20230108,3309,1023,2013,L1PWPWZBDL,2
979,EMEA-2022-145499,5/31/2022,20220531,3356,1006,2003,XAYD0WWA7T,2
980,APJ-2021-157035,12/9/2021,20211209,3034,1098,2009,3KH6MG5KNO,3
981,EMEA-2022-144939,10/4/2022,20221004,3013,1063,2002,3JJI87RUKI,6
982,EMEA-2020-163419,11/11/2020,20201111,3357,1059,2006,1PUI3HFJH6,1
983,EMEA-2020-163419,11/11/2020,20201111,3357,1059,2007,R0OR88Q6QM,2
984,EMEA-2020-163419,11/11/2020,20201111,3357,1059,2002,HA32TN4LOZ,5
985,APJ-2023-100314,9/30/2023,20230930,3358,1016,2002,YYIQPOB2H9,2
986,APJ-2023-100314,9/30/2023,20230930,3358,1016,2011,42GGUTPHHW,4
987,APJ-2023-100314,9/30/2023,20230930,3358,1016,2013,X868O0UN4U,3
988,APJ-2021-146829,3/10/2021,20210310,3359,1058,2003,GPCDE54LS9,2
989,EMEA-2023-167899,5/22/2023,20230522,3190,1052,2005,FWA01I4DEW,5
990,EMEA-2023-167899,5/22/2023,20230522,3190,1052,2006,YHHJDDSDVE,3
991,EMEA-2021-153549,3/29/2021,20210329,3360,1009,2002,I8Q73CX84G,5
992,EMEA-2022-110023,9/10/2022,20220910,3060,1045,2003,FMAR2VZL6Q,2
993,AMER-2022-105585,8/27/2022,20220827,3289,1036,2012,DJ1B9JV9IX,3
994,AMER-2022-105585,8/27/2022,20220827,3289,1036,2009,R1KOC9NHQ2,5
995,EMEA-2020-117639,5/21/2020,20200521,3361,1097,2003,22XT0ZA4V6,7
996,EMEA-2020-117639,5/21/2020,20200521,3361,1097,2007,MQ6EV84KR0,3
997,EMEA-2021-162537,10/28/2021,20211028,3362,1038,2011,MR4XF1R91O,1
998,EMEA-2021-162537,10/28/2021,20211028,3362,1038,2004,VQ2VLPH2NY,3
999,EMEA-2021-162537,10/28/2021,20211028,3362,1038,2005,T6GVOQBOO1,5
1000,EMEA-2021-162537,10/28/2021,20211028,3362,1038,2005,HMVTIZEQ76,7
1001,AMER-2022-155488,11/14/2022,20221114,3087,1010,2006,GEG6P67WJY,2
1002,EMEA-2021-124891,7/31/2021,20210731,3303,1062,2010,PM5CGAN5CL,7
1003,EMEA-2021-124891,7/31/2021,20210731,3303,1062,2003,5W05VXDJBA,7
1004,EMEA-2021-124891,7/31/2021,20210731,3303,1062,2009,HM749NYFH7,3
1005,AMER-2021-126445,8/27/2021,20210827,3363,1048,2004,TZKYVZMDWE,3
1006,EMEA-2021-111199,11/13/2021,20211113,3301,1060,2009,ZD2QTA8ZJJ,3
1007,AMER-2021-105312,11/6/2021,20211106,3364,1071,2011,IWXXCOY3VN,3
1008,AMER-2021-105312,11/6/2021,20211106,3364,1071,2003,RQH1WLPHQR,3
1009,EMEA-2023-106705,12/27/2023,20231227,3139,1074,2009,Z99RLYB1E3,5
1010,APJ-2023-135034,8/2/2023,20230802,3248,1047,2007,VU5CWDPDQR,2
1011,AMER-2020-158540,11/24/2020,20201124,3365,1024,2005,PFSKYA6AHA,4
1012,AMER-2023-118437,6/18/2023,20230618,3059,1059,2005,D79T2ON8JE,3
1013,AMER-2023-118437,6/18/2023,20230618,3059,1059,2004,FUT7GRYA7K,1
1014,AMER-2021-126214,12/21/2021,20211221,3366,1005,2003,CUUVZAL8IT,13
1015,AMER-2021-126214,12/21/2021,20211221,3366,1005,2010,DTZLFMPDM9,1
1016,AMER-2021-133025,9/17/2021,20210917,3247,1035,2009,8BM8LKDKD1,5
1017,EMEA-2021-108665,7/6/2021,20210706,3367,1095,2005,U2YPH4WK0K,2
1018,EMEA-2021-108665,7/6/2021,20210706,3367,1095,2005,FSZZMNNPUC,3
1019,EMEA-2021-108665,7/6/2021,20210706,3367,1095,2007,QK2G9TT4F9,5
1020,EMEA-2021-108665,7/6/2021,20210706,3367,1095,2004,CB7P83BDF1,5
1021,EMEA-2021-124450,4/27/2021,20210427,3219,1044,2006,WXXM85WDC6,3
1022,EMEA-2021-124450,4/27/2021,20210427,3219,1044,2002,Y806DZQNCY,3
1023,EMEA-2021-124450,4/27/2021,20210427,3219,1044,2013,37RGD7N4PX,8
1024,EMEA-2021-167269,6/16/2021,20210616,3172,1005,2011,4DR7ZRBS7H,2
1025,AMER-2023-106964,12/18/2023,20231218,3368,1056,2003,56MJYRHQNK,2
1026,AMER-2022-126529,1/11/2022,20220111,3369,1053,2009,H3Q32E3GI8,3
1027,AMER-2022-126529,1/11/2022,20220111,3369,1053,2009,EBGIE238RK,3
1028,AMER-2022-126529,1/11/2022,20220111,3369,1053,2007,D4D2YUWVY5,2
1029,AMER-2020-163552,7/11/2020,20200711,3157,1051,2009,98MW2BIGTT,5
1030,AMER-2020-163552,7/11/2020,20200711,3157,1051,2007,1AB88Q1FJZ,3
1031,AMER-2020-163552,7/11/2020,20200711,3157,1051,2002,4XAUCGZ9XO,3
1032,AMER-2020-163552,7/11/2020,20200711,3157,1051,2005,8HG0EH9LR1,9
1033,AMER-2020-163552,7/11/2020,20200711,3157,1051,2002,EPKJ7TW2Y7,5
1034,AMER-2022-109820,11/21/2022,20221121,3370,1095,2009,MED9XWSWRP,3
1035,AMER-2022-109820,11/21/2022,20221121,3370,1095,2003,Z6H68WBHT3,2
1036,AMER-2022-109820,11/21/2022,20221121,3370,1095,2003,1L4T6CXG2Z,3
1037,EMEA-2022-113061,4/23/2022,20220423,3331,1073,2005,4VPZ2NOS17,2
1038,AMER-2021-127418,6/13/2021,20210613,3371,1025,2003,K1DA13HKGT,3
1039,EMEA-2023-121818,11/21/2023,20231121,3372,1091,2006,9LWN9F2H1Y,7
1040,EMEA-2023-121818,11/21/2023,20231121,3372,1091,2006,I72KLGN95D,3
1041,EMEA-2022-127670,3/21/2022,20220321,3373,1056,2003,43E83WH293,4
1042,EMEA-2022-102981,9/7/2022,20220907,3374,1050,2010,PL4UJDX2PE,2
1043,EMEA-2022-102981,9/7/2022,20220907,3374,1050,2001,CDVFMCXW3S,3
1044,APJ-2023-115651,7/10/2023,20230710,3375,1017,2006,41X7XFNNUU,5
1045,APJ-2023-115651,7/10/2023,20230710,3375,1017,2008,7L35GBQUZ3,9
1046,APJ-2023-152702,10/13/2023,20231013,3018,1101,2002,BV35FAR5ZH,14
1047,EMEA-2022-169103,3/9/2022,20220309,3234,1046,2007,4PY9CRC6HO,5
1048,EMEA-2022-169103,3/9/2022,20220309,3234,1046,2005,05JZX5XZB3,3
1049,AMER-2020-139192,5/27/2020,20200527,3063,1026,2007,WU8I760W1E,12
1050,AMER-2020-139192,5/27/2020,20200527,3063,1026,2010,0BU8CJGPNY,1
1051,EMEA-2021-153500,7/3/2021,20210703,3376,1063,2005,8FLUEWMN4J,2
1052,EMEA-2021-153500,7/3/2021,20210703,3376,1063,2009,LA2X65QTW4,2
1053,EMEA-2021-153500,7/3/2021,20210703,3376,1063,2005,P5NR5GX7GQ,9
1054,EMEA-2021-110667,4/4/2021,20210404,3377,1015,2006,88PSXKJDEL,2
1055,EMEA-2021-110667,4/4/2021,20210404,3377,1015,2005,JO5N1R0TFK,2
1056,EMEA-2021-110667,4/4/2021,20210404,3377,1015,2003,4G8RX3TIUH,3
1057,EMEA-2021-110667,4/4/2021,20210404,3377,1015,2003,9GJ2FK71GK,4
1058,AMER-2023-167150,12/11/2023,20231211,3131,1080,2003,I2LOXCX22E,4
1059,AMER-2023-167150,12/11/2023,20231211,3131,1080,2003,ZXZADF7WVG,2
1060,EMEA-2022-105284,11/25/2022,20221125,3378,1092,2012,Y6J7E3D3KC,3
1061,APJ-2021-125374,3/23/2021,20210323,3149,1019,2002,2AVQUZYRWN,2
1062,AMER-2021-161263,4/16/2021,20210416,3379,1080,2008,2BNZY8107K,3
1063,AMER-2021-161263,4/16/2021,20210416,3379,1080,2012,1E0FTA6L0A,7
1064,AMER-2021-161263,4/16/2021,20210416,3379,1080,2006,VBVAZ279HE,3
1065,AMER-2021-161263,4/16/2021,20210416,3379,1080,2007,NMOLBDYQAJ,3
1066,AMER-2021-161263,4/16/2021,20210416,3379,1080,2012,Y107ORBFWN,1
1067,AMER-2021-161263,4/16/2021,20210416,3379,1080,2003,WRBVJFJDUC,5
1068,AMER-2022-157686,10/2/2022,20221002,3380,1015,2002,LET1LUTSK4,4
1069,APJ-2023-139955,9/29/2023,20230929,3381,1049,2009,JKSIHZV8WO,1
1070,EMEA-2021-150161,7/25/2021,20210725,3177,1060,2003,1J745P5YVW,4
1071,AMER-2021-144652,11/20/2021,20211120,3382,1050,2006,7JQCO6SEOJ,7
1072,EMEA-2022-152814,4/29/2022,20220429,3383,1044,2009,Z5ZSSWRIXV,3
1073,EMEA-2023-106943,11/15/2023,20231115,3384,1008,2003,696381UAE2,2
1074,AMER-2022-134348,11/13/2022,20221113,3385,1061,2003,B23F7OVUSY,5
1075,AMER-2022-134348,11/13/2022,20221113,3385,1061,2003,0ENFRZVN5F,7
1076,AMER-2022-134348,11/13/2022,20221113,3385,1061,2010,VKUXNSBE47,2
1077,APJ-2022-161781,9/30/2022,20220930,3386,1008,2006,DV3RXL87LE,7
1078,AMER-2023-132521,9/24/2023,20230924,3387,1032,2008,QRMX4W3OFQ,2
1079,AMER-2023-132521,9/24/2023,20230924,3387,1032,2004,8VDOLLXH2X,3
1080,AMER-2023-132521,9/24/2023,20230924,3387,1032,2003,RF1RLCP7OO,1
1081,AMER-2021-110016,11/29/2021,20211129,3388,1075,2009,5HO4NVK1Q0,4
1082,AMER-2021-110016,11/29/2021,20211129,3388,1075,2002,NVI62VEXNS,9
1083,EMEA-2022-143819,3/2/2022,20220302,3031,1035,2003,T25QNJYS3Q,8
1084,EMEA-2022-143819,3/2/2022,20220302,3031,1035,2009,2Q71WH8FG3,1
1085,EMEA-2022-143819,3/2/2022,20220302,3031,1035,2004,G8S6LXRU7T,2
1086,EMEA-2022-143819,3/2/2022,20220302,3031,1035,2013,UOND0BDN4J,7
1087,EMEA-2022-167584,8/13/2022,20220813,3049,1096,2009,PICAPOMVIH,1
1088,AMER-2022-166163,8/16/2022,20220816,3389,1028,2007,NMFZH0WC7H,3
1089,AMER-2022-166163,8/16/2022,20220816,3389,1028,2002,XPIY1XQPQ5,1
1090,EMEA-2023-158407,6/5/2023,20230605,3353,1084,2005,82K2HTG4FO,2
1091,EMEA-2023-158407,6/5/2023,20230605,3353,1084,2007,USJ9PIQXPH,2
1092,AMER-2021-143490,12/6/2021,20211206,3269,1016,2006,CWSHY4EMTE,9
1093,AMER-2021-143490,12/6/2021,20211206,3269,1016,2007,5MY4T3MKVU,2
1094,APJ-2021-165085,12/27/2021,20211227,3390,1059,2009,NDYELBL94Z,5
1095,APJ-2021-165085,12/27/2021,20211227,3390,1059,2008,HQ5MNSCDDU,2
1096,EMEA-2023-160423,1/22/2023,20230122,3391,1025,2004,NSYDKZ84G1,7
1097,EMEA-2023-160423,1/22/2023,20230122,3391,1025,2003,956OWHMHCW,7
1098,AMER-2020-159338,6/25/2020,20200625,3375,1017,2003,MY1ZTK704V,5
1099,AMER-2022-107216,6/15/2022,20220615,3392,1091,2006,6CJP6GZY52,4
1100,AMER-2022-107216,6/15/2022,20220615,3392,1091,2005,7TO7E7322C,3
1101,AMER-2022-107216,6/15/2022,20220615,3392,1091,2010,B07M1S8H4W,1
1102,AMER-2022-107216,6/15/2022,20220615,3392,1091,2006,IW053CN2VW,3
1103,APJ-2023-145863,4/22/2023,20230422,3262,1088,2003,VMU0J3TE7N,3
1104,APJ-2023-145863,4/22/2023,20230422,3262,1088,2003,6XZOZWOZQN,3
1105,AMER-2022-112340,10/22/2022,20221022,3393,1042,2009,VZFL50Y11X,3
1106,APJ-2022-110156,11/20/2022,20221120,3014,1043,2004,XH9K9A8DW6,6
1107,APJ-2022-110156,11/20/2022,20221120,3014,1043,2005,O2GN0MDUL6,2
1108,APJ-2022-110156,11/20/2022,20221120,3014,1043,2003,8SFFZQK3PU,5
1109,APJ-2022-110156,11/20/2022,20221120,3014,1043,2012,VG62RUVZUR,12
1110,APJ-2022-110156,11/20/2022,20221120,3014,1043,2011,GXRJEKHG7M,3
1111,APJ-2022-110156,11/20/2022,20221120,3014,1043,2007,QZSE554BJA,5
1112,APJ-2022-110156,11/20/2022,20221120,3014,1043,2009,IYHINWQFNT,2
1113,APJ-2022-110156,11/20/2022,20221120,3014,1043,2003,K3BJIE62CR,2
1114,AMER-2023-140585,12/19/2023,20231219,3155,1028,2003,2WK9JFNK8B,2
1115,AMER-2023-140585,12/19/2023,20231219,3155,1028,2001,XB6V2VJ0F1,1
1116,AMER-2023-140585,12/19/2023,20231219,3155,1028,2010,4K4G5P5F9L,2
1117,AMER-2022-144855,7/23/2022,20220723,3394,1018,2002,L9A3UENJ8M,2
1118,EMEA-2021-142755,9/4/2021,20210904,3395,1065,2009,LTSB14PZYD,5
1119,EMEA-2021-142755,9/4/2021,20210904,3395,1065,2010,26A5ICNWS6,5
1120,EMEA-2021-142755,9/4/2021,20210904,3395,1065,2009,3OHDSWL2O8,2
1121,EMEA-2021-142755,9/4/2021,20210904,3395,1065,2011,QA0XL1VTZ4,2
1122,EMEA-2020-147627,1/21/2020,20200121,3333,1060,2007,YSPTDWBFPL,7
1123,EMEA-2020-147627,1/21/2020,20200121,3333,1060,2006,2ZDRLNR2FS,7
1124,EMEA-2020-147627,1/21/2020,20200121,3333,1060,2005,84JMATCAFH,4
1125,EMEA-2020-147627,1/21/2020,20200121,3333,1060,2006,S5C61WNYV2,3
1126,EMEA-2020-147627,1/21/2020,20200121,3333,1060,2011,T23K8FQEOL,3
1127,EMEA-2020-147627,1/21/2020,20200121,3333,1060,2002,45BYNMTGFK,3
1128,APJ-2021-105970,3/2/2021,20210302,3051,1098,2006,QY4TY6YYHS,1
1129,APJ-2021-105970,3/2/2021,20210302,3051,1098,2011,KQST7O94XL,6
1130,EMEA-2022-112102,4/13/2022,20220413,3206,1004,2003,QBCYWQMZDS,4
1131,EMEA-2022-112102,4/13/2022,20220413,3206,1004,2009,HVVP0L5CEO,1
1132,EMEA-2022-112102,4/13/2022,20220413,3206,1004,2011,T1O6Z0UBXV,5
1133,AMER-2022-114776,12/7/2022,20221207,3056,1027,2009,UCZ6WQI71L,3
1134,EMEA-2022-134908,6/6/2022,20220606,3186,1034,2004,K0O4HDNQMO,4
1135,EMEA-2022-134908,6/6/2022,20220606,3186,1034,2002,NS887YJO3Z,3
1136,EMEA-2022-148803,12/12/2022,20221212,3236,1053,2004,727SX6UC7S,3
1137,APJ-2022-152170,11/13/2022,20221113,3396,1026,2011,IDE3IT566I,8
1138,APJ-2022-152170,11/13/2022,20221113,3396,1026,2008,GWWIVJX049,2
1139,APJ-2022-152170,11/13/2022,20221113,3396,1026,2009,OEH3YKZY33,2
1140,APJ-2022-152170,11/13/2022,20221113,3396,1026,2006,70P7JILJC4,7
1141,APJ-2022-152170,11/13/2022,20221113,3396,1026,2003,AQZPLJMYGE,2
1142,AMER-2020-146969,9/29/2020,20200929,3276,1010,2005,MBORZ9MNEE,2
1143,AMER-2020-146969,9/29/2020,20200929,3276,1010,2012,PVZ3LUIWY2,4
1144,AMER-2020-146969,9/29/2020,20200929,3276,1010,2009,CRLC25BRC0,1
1145,AMER-2020-146969,9/29/2020,20200929,3276,1010,2013,2V13BEYI7Y,2
1146,AMER-2020-146969,9/29/2020,20200929,3276,1010,2004,PGA0ZFV5M4,1
1147,AMER-2021-112452,4/4/2021,20210404,3397,1030,2008,2ROX2CCS5Y,2
1148,AMER-2021-112452,4/4/2021,20210404,3397,1030,2012,MXUAWOL40H,2
1149,AMER-2021-112452,4/4/2021,20210404,3397,1030,2003,GOH3IK0UA9,2
1150,AMER-2021-112452,4/4/2021,20210404,3397,1030,2007,571UCF4VN4,1
1151,AMER-2021-112452,4/4/2021,20210404,3397,1030,2014,L4ISEY2ORK,2
1152,AMER-2021-113971,5/8/2021,20210508,3119,1026,2005,G9LUO5NNV7,6
1153,EMEA-2023-160395,1/1/2023,20230101,3127,1064,2006,3N3UKFTAH5,2
1154,EMEA-2023-160395,1/1/2023,20230101,3127,1064,2003,B4SS6U6NEN,7
1155,EMEA-2020-136567,12/20/2020,20201220,3391,1025,2004,2HVGLU4UY0,2
1156,EMEA-2020-136567,12/20/2020,20201220,3391,1025,2003,OOV5SJENIJ,7
1157,EMEA-2020-136567,12/20/2020,20201220,3391,1025,2003,FBSAYH8743,3
1158,EMEA-2020-136567,12/20/2020,20201220,3391,1025,2003,71JZEBPPAG,2
1159,AMER-2022-149314,7/3/2022,20220703,3335,1095,2002,HFR66KBLIY,1
1160,EMEA-2023-147039,6/30/2023,20230630,3398,1017,2008,7VSJL58KL7,3
1161,EMEA-2023-147039,6/30/2023,20230630,3398,1017,2003,6DIIXIYVVU,2
1162,AMER-2020-126522,9/1/2020,20200901,3399,1007,2006,XDN2QKWRVC,3
1163,EMEA-2020-127964,3/3/2020,20200303,3400,1026,2007,EEXZF71T7M,1
1164,EMEA-2020-127964,3/3/2020,20200303,3400,1026,2003,YMTAR5IJ8P,3
1165,EMEA-2020-127964,3/3/2020,20200303,3400,1026,2003,JVDTQ3D7VF,5
1166,AMER-2020-117709,5/4/2020,20200504,3401,1073,2003,5AA9ABLZM6,4
1167,AMER-2021-125416,11/2/2021,20211102,3111,1047,2010,I1YB2F2JIC,9
1168,EMEA-2023-145226,12/9/2023,20231209,3112,1042,2005,XXZI8DEVLC,2
1169,EMEA-2023-145226,12/9/2023,20231209,3112,1042,2004,PU2PQZH7C8,3
1170,EMEA-2023-145226,12/9/2023,20231209,3112,1042,2009,UH27CNZOC5,3
1171,EMEA-2023-145226,12/9/2023,20231209,3112,1042,2004,BPBX4EISSB,4
1172,AMER-2020-100279,3/10/2020,20200310,3350,1009,2009,NI5MITNJ98,2
1173,AMER-2020-158064,4/21/2020,20200421,3212,1022,2003,339ICIGWV1,5
1174,APJ-2021-104430,10/22/2021,20211022,3300,1072,2003,CYEBLW1L65,4
1175,EMEA-2021-132080,8/22/2021,20210822,3318,1063,2003,SAA08HNIV4,6
1176,EMEA-2022-161207,8/30/2022,20220830,3145,1030,2009,SXO4L6J8HI,3
